row	packet_index	time_display	event_family	channel	tlp_type_hex	link_width
502	192308	9.289 sec	TLP	Downstream	0x1	1
503	192312	9.289 sec	TLP	Upstream	0x12	1
504	192314	9.289 sec	TLP	Downstream	0x3	1
505	192316	9.289 sec	TLP	Downstream	0x1	1
506	192320	9.289 sec	TLP	Upstream	0x12	1
507	192322	9.289 sec	TLP	Downstream	0x3	1
508	192324	9.289 sec	TLP	Downstream	0x3	1
509	194638	9.305 sec	TLP	Downstream	0x3	1
510	196954	9.321 sec	TLP	Downstream	0x3	1
511	196957	9.321 sec	TLP	Downstream	0x1	1
512	196961	9.321 sec	TLP	Upstream	0x12	1
513	196963	9.321 sec	TLP	Downstream	0x3	1
514	196965	9.321 sec	TLP	Downstream	0x1	1
515	196969	9.321 sec	TLP	Upstream	0x12	1
516	196971	9.321 sec	TLP	Downstream	0x3	1
517	196973	9.321 sec	TLP	Downstream	0x3	1
518	196976	9.321 sec	TLP	Downstream	0x1	1
519	196980	9.321 sec	TLP	Upstream	0x12	1
520	196982	9.321 sec	TLP	Downstream	0x3	1
521	196984	9.321 sec	TLP	Downstream	0x1	1
522	196988	9.321 sec	TLP	Upstream	0x12	1
523	196990	9.321 sec	TLP	Downstream	0x3	1
524	201533	9.352 sec	TLP	Downstream	0x1	1
525	201536	9.352 sec	TLP	Upstream	0x12	1
526	201538	9.352 sec	TLP	Downstream	0x3	1
527	201540	9.352 sec	TLP	Downstream	0x1	1
528	201544	9.352 sec	TLP	Upstream	0x12	1
529	201546	9.352 sec	TLP	Downstream	0x3	1
530	201548	9.352 sec	TLP	Downstream	0x1	1
531	201552	9.352 sec	TLP	Upstream	0x12	1
532	201554	9.352 sec	TLP	Downstream	0x3	1
533	201556	9.352 sec	TLP	Downstream	0x1	1
534	201560	9.352 sec	TLP	Upstream	0x12	1
535	201562	9.352 sec	TLP	Downstream	0x3	1
536	201565	9.352 sec	TLP	Downstream	0x3	1
537	201568	9.352 sec	TLP	Downstream	0x3	1
538	201570	9.352 sec	TLP	Downstream	0x1	1
539	201574	9.352 sec	TLP	Upstream	0x12	1
540	201576	9.352 sec	TLP	Downstream	0x3	1
541	201578	9.352 sec	TLP	Downstream	0x3	1
542	201581	9.352 sec	TLP	Downstream	0x3	1
543	201584	9.352 sec	TLP	Downstream	0x1	1
544	201588	9.352 sec	TLP	Upstream	0x12	1
545	201590	9.352 sec	TLP	Downstream	0x3	1
546	201592	9.352 sec	TLP	Downstream	0x3	1
547	201595	9.352 sec	TLP	Downstream	0x1	1
548	201599	9.352 sec	TLP	Upstream	0x12	1
549	201603	9.352 sec	TLP	Downstream	0x3	1
550	201605	9.352 sec	TLP	Downstream	0x1	1
551	201609	9.352 sec	TLP	Upstream	0x12	1
552	201611	9.352 sec	TLP	Downstream	0x3	1
553	201613	9.352 sec	TLP	Downstream	0x1	1
554	201617	9.352 sec	TLP	Upstream	0x12	1
555	201619	9.352 sec	TLP	Downstream	0x3	1
556	201621	9.352 sec	TLP	Downstream	0x1	1
557	201625	9.352 sec	TLP	Upstream	0x12	1
558	201627	9.352 sec	TLP	Downstream	0x3	1
559	201629	9.352 sec	TLP	Downstream	0x1	1
560	201633	9.352 sec	TLP	Upstream	0x12	1
561	201635	9.352 sec	TLP	Downstream	0x3	1
562	201637	9.352 sec	TLP	Downstream	0x1	1
563	201641	9.352 sec	TLP	Upstream	0x12	1
564	201643	9.352 sec	TLP	Downstream	0x3	1
565	203964	9.368 sec	TLP	Downstream	0x1	1
566	203967	9.368 sec	TLP	Upstream	0x12	1
567	206275	9.384 sec	TLP	Downstream	0x1	1
568	206278	9.384 sec	TLP	Upstream	0x12	1
569	206281	9.384 sec	TLP	Downstream	0x3	1
570	206283	9.384 sec	TLP	Downstream	0x1	1
571	206287	9.384 sec	TLP	Upstream	0x12	1
572	206289	9.384 sec	TLP	Downstream	0x3	1
573	206292	9.384 sec	TLP	Downstream	0x1	1
574	206295	9.384 sec	TLP	Upstream	0x12	1
575	206297	9.384 sec	TLP	Downstream	0x3	1
576	206299	9.384 sec	TLP	Downstream	0x1	1
577	206303	9.384 sec	TLP	Upstream	0x12	1
578	206305	9.384 sec	TLP	Downstream	0x3	1
579	206307	9.384 sec	TLP	Downstream	0x1	1
580	206311	9.384 sec	TLP	Upstream	0x12	1
581	206313	9.384 sec	TLP	Downstream	0x3	1
582	206315	9.384 sec	TLP	Downstream	0x1	1
583	206319	9.384 sec	TLP	Upstream	0x12	1
584	206321	9.384 sec	TLP	Downstream	0x3	1
585	206324	9.384 sec	TLP	Downstream	0x3	1
586	206327	9.384 sec	TLP	Downstream	0x3	1
587	206329	9.384 sec	TLP	Downstream	0x1	1
588	206333	9.384 sec	TLP	Upstream	0x12	1
589	206335	9.384 sec	TLP	Downstream	0x3	1
590	206337	9.384 sec	TLP	Downstream	0x1	1
591	206341	9.384 sec	TLP	Upstream	0x12	1
592	210921	9.416 sec	TLP	Downstream	0x3	1
593	213284	9.433 sec	TLP	Downstream	0x1	1
594	213287	9.433 sec	TLP	Upstream	0x12	1
595	217943	9.465 sec	TLP	Downstream	0x1	1
596	217946	9.465 sec	TLP	Upstream	0x12	1
597	217949	9.465 sec	TLP	Downstream	0x1	1
598	217952	9.465 sec	TLP	Upstream	0x12	1
599	217954	9.465 sec	TLP	Downstream	0x1	1
600	217957	9.465 sec	TLP	Upstream	0x12	1
601	217959	9.465 sec	TLP	Downstream	0x3	1
602	217962	9.465 sec	TLP	Downstream	0x3	1
603	217965	9.465 sec	TLP	Downstream	0x3	1
604	217988	9.465 sec	TLP	Upstream	0x3	1
605	218017	9.465 sec	TLP	Downstream	0x1	1
606	218020	9.465 sec	TLP	Upstream	0x12	1
607	218022	9.465 sec	TLP	Downstream	0x3	1
608	218027	9.465 sec	TLP	Downstream	0x1	1
609	218030	9.465 sec	TLP	Upstream	0x12	1
610	218038	9.465 sec	TLP	Downstream	0x1	1
611	218041	9.465 sec	TLP	Upstream	0x12	1
612	222578	9.497 sec	TLP	Downstream	0x1	1
613	222581	9.497 sec	TLP	Upstream	0x12	1
614	222583	9.497 sec	TLP	Downstream	0x1	1
615	222586	9.497 sec	TLP	Upstream	0x12	1
616	222588	9.497 sec	TLP	Downstream	0x1	1
617	222591	9.497 sec	TLP	Upstream	0x12	1
618	222593	9.497 sec	TLP	Downstream	0x3	1
619	222596	9.497 sec	TLP	Downstream	0x3	1
620	222599	9.497 sec	TLP	Downstream	0x3	1
621	222643	9.497 sec	TLP	Upstream	0x3	1
622	222647	9.497 sec	TLP	Downstream	0x1	1
623	222650	9.497 sec	TLP	Upstream	0x12	1
624	222652	9.497 sec	TLP	Downstream	0x3	1
625	222655	9.497 sec	TLP	Downstream	0x1	1
626	222658	9.497 sec	TLP	Upstream	0x12	1
627	222660	9.497 sec	TLP	Downstream	0x1	1
628	222663	9.497 sec	TLP	Upstream	0x12	1
629	222667	9.497 sec	TLP	Downstream	0x1	1
630	222670	9.497 sec	TLP	Upstream	0x12	1
631	222673	9.497 sec	TLP	Downstream	0x1	1
632	222676	9.497 sec	TLP	Upstream	0x12	1
633	222678	9.497 sec	TLP	Downstream	0x1	1
634	222681	9.497 sec	TLP	Upstream	0x12	1
635	222683	9.497 sec	TLP	Downstream	0x1	1
636	222686	9.497 sec	TLP	Upstream	0x12	1
637	222688	9.497 sec	TLP	Downstream	0x1	1
638	222691	9.497 sec	TLP	Upstream	0x12	1
639	222693	9.497 sec	TLP	Downstream	0x1	1
640	222696	9.497 sec	TLP	Upstream	0x12	1
641	222698	9.497 sec	TLP	Downstream	0x3	1
642	222701	9.497 sec	TLP	Downstream	0x3	1
643	222704	9.497 sec	TLP	Downstream	0x3	1
644	222748	9.497 sec	TLP	Upstream	0x3	1
645	222762	9.497 sec	TLP	Downstream	0x1	1
646	222765	9.497 sec	TLP	Upstream	0x12	1
647	222769	9.497 sec	TLP	Downstream	0x3	1
648	222772	9.497 sec	TLP	Downstream	0x1	1
649	222775	9.497 sec	TLP	Upstream	0x12	1
650	222777	9.497 sec	TLP	Downstream	0x1	1
651	222780	9.497 sec	TLP	Upstream	0x12	1
652	222782	9.497 sec	TLP	Downstream	0x1	1
653	222785	9.497 sec	TLP	Upstream	0x12	1
654	222791	9.497 sec	TLP	Downstream	0x1	1
655	222794	9.497 sec	TLP	Upstream	0x12	1
656	222805	9.497 sec	TLP	Downstream	0x1	1
657	222808	9.497 sec	TLP	Upstream	0x12	1
658	222810	9.497 sec	TLP	Downstream	0x3	1
659	222813	9.497 sec	TLP	Downstream	0x3	1
660	222815	9.497 sec	TLP	Downstream	0x1	1
661	222819	9.497 sec	TLP	Upstream	0x12	1
662	222821	9.497 sec	TLP	Downstream	0x3	1
663	222823	9.497 sec	TLP	Downstream	0x1	1
664	222827	9.497 sec	TLP	Upstream	0x12	1
665	222829	9.497 sec	TLP	Downstream	0x1	1
666	222832	9.497 sec	TLP	Upstream	0x12	1
667	222834	9.497 sec	TLP	Downstream	0x3	1
668	222836	9.497 sec	TLP	Downstream	0x1	1
669	222840	9.497 sec	TLP	Upstream	0x12	1
670	222842	9.497 sec	TLP	Downstream	0x1	1
671	222845	9.497 sec	TLP	Upstream	0x12	1
672	222847	9.497 sec	TLP	Downstream	0x3	1
673	222849	9.497 sec	TLP	Downstream	0x1	1
674	222853	9.497 sec	TLP	Upstream	0x12	1
675	222855	9.498 sec	TLP	Downstream	0x1	1
676	222858	9.498 sec	TLP	Upstream	0x12	1
677	222860	9.498 sec	TLP	Downstream	0x3	1
678	222862	9.498 sec	TLP	Downstream	0x1	1
679	222866	9.498 sec	TLP	Upstream	0x12	1
680	222868	9.498 sec	TLP	Downstream	0x1	1
681	222871	9.498 sec	TLP	Upstream	0x12	1
682	222873	9.498 sec	TLP	Downstream	0x3	1
683	222875	9.498 sec	TLP	Downstream	0x1	1
684	222881	9.498 sec	TLP	Upstream	0x12	1
685	224227	9.507 sec	TLP	Upstream	0x3	1
686	224230	9.507 sec	TLP	Downstream	0x1	1
687	224233	9.507 sec	TLP	Upstream	0x12	1
688	225006	9.512 sec	TLP	Downstream	0x1	1
689	225009	9.512 sec	TLP	Upstream	0x12	1
690	225011	9.512 sec	TLP	Downstream	0x3	1
691	225013	9.512 sec	TLP	Downstream	0x1	1
692	225017	9.512 sec	TLP	Upstream	0x12	1
693	225019	9.512 sec	TLP	Downstream	0x1	1
694	225022	9.512 sec	TLP	Upstream	0x12	1
695	225024	9.512 sec	TLP	Downstream	0x1	1
696	225027	9.512 sec	TLP	Upstream	0x12	1
697	225029	9.512 sec	TLP	Downstream	0x3	1
698	225031	9.512 sec	TLP	Downstream	0x1	1
699	225035	9.512 sec	TLP	Upstream	0x12	1
700	225037	9.512 sec	TLP	Downstream	0x3	1
701	225043	9.512 sec	TLP	Downstream	0x9	1
702	225048	9.512 sec	TLP	Downstream	0x9	1
703	1484399	10.912 sec	TLP	Upstream	0xD	1
704	1484414	10.912 sec	TLP	Downstream	0xE	1
