row	packet_index	time_display	channel	tlp_type_hex	tag	requester_id	completer_id	compl_status
454	162634	9.084 sec	Upstream	0x12	13	0	256	0
455	162636	9.084 sec	Downstream	0x1	3	0	NA	NA
456	162639	9.084 sec	Upstream	0x12	3	0	256	0
457	162641	9.084 sec	Downstream	0x3	0	0	NA	NA
458	162643	9.084 sec	Downstream	0x3	0	0	NA	NA
459	162646	9.084 sec	Downstream	0x3	0	0	NA	NA
460	162649	9.084 sec	Downstream	0x3	0	0	NA	NA
461	162653	9.084 sec	Downstream	0x1	9	0	NA	NA
462	162658	9.084 sec	Upstream	0x12	9	0	256	0
463	162660	9.084 sec	Downstream	0x3	0	0	NA	NA
464	162662	9.084 sec	Downstream	0x3	0	0	NA	NA
465	162666	9.084 sec	Downstream	0x3	0	0	NA	NA
466	162669	9.084 sec	Downstream	0x3	0	0	NA	NA
467	162671	9.084 sec	Downstream	0x1	15	0	NA	NA
468	162675	9.084 sec	Upstream	0x12	15	0	256	0
469	162677	9.084 sec	Downstream	0x3	0	0	NA	NA
470	162679	9.084 sec	Downstream	0x1	0	0	NA	NA
471	162683	9.084 sec	Upstream	0x12	0	0	256	0
472	162685	9.084 sec	Downstream	0x3	0	0	NA	NA
473	162687	9.084 sec	Downstream	0x3	0	0	NA	NA
474	162690	9.084 sec	Downstream	0x1	4	0	NA	NA
475	162694	9.084 sec	Upstream	0x12	4	0	256	0
476	162696	9.084 sec	Downstream	0x3	0	0	NA	NA
477	162698	9.084 sec	Downstream	0x1	10	0	NA	NA
478	162702	9.084 sec	Upstream	0x12	10	0	256	0
479	162704	9.084 sec	Downstream	0x3	0	0	NA	NA
480	162706	9.084 sec	Downstream	0x3	0	0	NA	NA
481	162710	9.084 sec	Downstream	0x3	0	0	NA	NA
482	162712	9.084 sec	Downstream	0x3	0	0	NA	NA
483	192256	9.289 sec	Downstream	0x3	0	0	NA	NA
484	192259	9.289 sec	Downstream	0x1	1	0	NA	NA
485	192263	9.289 sec	Upstream	0x12	1	0	256	0
486	192265	9.289 sec	Downstream	0x3	0	0	NA	NA
487	192267	9.289 sec	Downstream	0x3	0	0	NA	NA
488	192271	9.289 sec	Downstream	0x1	6	0	NA	NA
489	192274	9.289 sec	Upstream	0x12	6	0	256	0
490	192276	9.289 sec	Downstream	0x3	0	0	NA	NA
491	192278	9.289 sec	Downstream	0x1	12	0	NA	NA
492	192282	9.289 sec	Upstream	0x12	12	0	256	0
493	192284	9.289 sec	Downstream	0x3	0	0	NA	NA
494	192287	9.289 sec	Downstream	0x3	0	0	NA	NA
495	192289	9.289 sec	Downstream	0x1	2	0	NA	NA
496	192293	9.289 sec	Upstream	0x12	2	0	256	0
497	192295	9.289 sec	Downstream	0x3	0	0	NA	NA
498	192297	9.289 sec	Downstream	0x1	8	0	NA	NA
499	192301	9.289 sec	Upstream	0x12	8	0	256	0
500	192303	9.289 sec	Downstream	0x3	0	0	NA	NA
501	192305	9.289 sec	Downstream	0x3	0	0	NA	NA
502	192308	9.289 sec	Downstream	0x1	14	0	NA	NA
503	192312	9.289 sec	Upstream	0x12	14	0	256	0
504	192314	9.289 sec	Downstream	0x3	0	0	NA	NA
505	192316	9.289 sec	Downstream	0x1	0	0	NA	NA
506	192320	9.289 sec	Upstream	0x12	0	0	256	0
507	192322	9.289 sec	Downstream	0x3	0	0	NA	NA
508	192324	9.289 sec	Downstream	0x3	0	0	NA	NA
509	194638	9.305 sec	Downstream	0x3	0	0	NA	NA
510	196954	9.321 sec	Downstream	0x3	0	0	NA	NA
511	196957	9.321 sec	Downstream	0x1	5	0	NA	NA
512	196961	9.321 sec	Upstream	0x12	5	0	256	0
513	196963	9.321 sec	Downstream	0x3	0	0	NA	NA
514	196965	9.321 sec	Downstream	0x1	11	0	NA	NA
515	196969	9.321 sec	Upstream	0x12	11	0	256	0
516	196971	9.321 sec	Downstream	0x3	0	0	NA	NA
517	196973	9.321 sec	Downstream	0x3	0	0	NA	NA
518	196976	9.321 sec	Downstream	0x1	1	0	NA	NA
519	196980	9.321 sec	Upstream	0x12	1	0	256	0
520	196982	9.321 sec	Downstream	0x3	0	0	NA	NA
521	196984	9.321 sec	Downstream	0x1	7	0	NA	NA
522	196988	9.321 sec	Upstream	0x12	7	0	256	0
523	196990	9.321 sec	Downstream	0x3	0	0	NA	NA
524	201533	9.352 sec	Downstream	0x1	13	0	NA	NA
525	201536	9.352 sec	Upstream	0x12	13	0	256	0
526	201538	9.352 sec	Downstream	0x3	0	0	NA	NA
527	201540	9.352 sec	Downstream	0x1	3	0	NA	NA
528	201544	9.352 sec	Upstream	0x12	3	0	256	0
529	201546	9.352 sec	Downstream	0x3	0	0	NA	NA
530	201548	9.352 sec	Downstream	0x1	9	0	NA	NA
531	201552	9.352 sec	Upstream	0x12	9	0	256	0
532	201554	9.352 sec	Downstream	0x3	0	0	NA	NA
533	201556	9.352 sec	Downstream	0x1	15	0	NA	NA
534	201560	9.352 sec	Upstream	0x12	15	0	256	0
535	201562	9.352 sec	Downstream	0x3	0	0	NA	NA
536	201565	9.352 sec	Downstream	0x3	0	0	NA	NA
537	201568	9.352 sec	Downstream	0x3	0	0	NA	NA
538	201570	9.352 sec	Downstream	0x1	0	0	NA	NA
539	201574	9.352 sec	Upstream	0x12	0	0	256	0
540	201576	9.352 sec	Downstream	0x3	0	0	NA	NA
541	201578	9.352 sec	Downstream	0x3	0	0	NA	NA
542	201581	9.352 sec	Downstream	0x3	0	0	NA	NA
543	201584	9.352 sec	Downstream	0x1	4	0	NA	NA
544	201588	9.352 sec	Upstream	0x12	4	0	256	0
545	201590	9.352 sec	Downstream	0x3	0	0	NA	NA
546	201592	9.352 sec	Downstream	0x3	0	0	NA	NA
547	201595	9.352 sec	Downstream	0x1	10	0	NA	NA
548	201599	9.352 sec	Upstream	0x12	10	0	256	0
549	201603	9.352 sec	Downstream	0x3	0	0	NA	NA
550	201605	9.352 sec	Downstream	0x1	1	0	NA	NA
551	201609	9.352 sec	Upstream	0x12	1	0	256	0
552	201611	9.352 sec	Downstream	0x3	0	0	NA	NA
553	201613	9.352 sec	Downstream	0x1	6	0	NA	NA
554	201617	9.352 sec	Upstream	0x12	6	0	256	0
555	201619	9.352 sec	Downstream	0x3	0	0	NA	NA
556	201621	9.352 sec	Downstream	0x1	12	0	NA	NA
557	201625	9.352 sec	Upstream	0x12	12	0	256	0
558	201627	9.352 sec	Downstream	0x3	0	0	NA	NA
559	201629	9.352 sec	Downstream	0x1	2	0	NA	NA
560	201633	9.352 sec	Upstream	0x12	2	0	256	0
561	201635	9.352 sec	Downstream	0x3	0	0	NA	NA
562	201637	9.352 sec	Downstream	0x1	8	0	NA	NA
563	201641	9.352 sec	Upstream	0x12	8	0	256	0
564	201643	9.352 sec	Downstream	0x3	0	0	NA	NA
565	203964	9.368 sec	Downstream	0x1	14	0	NA	NA
566	203967	9.368 sec	Upstream	0x12	14	0	256	0
567	206275	9.384 sec	Downstream	0x1	0	0	NA	NA
568	206278	9.384 sec	Upstream	0x12	0	0	256	0
569	206281	9.384 sec	Downstream	0x3	0	0	NA	NA
570	206283	9.384 sec	Downstream	0x1	5	0	NA	NA
571	206287	9.384 sec	Upstream	0x12	5	0	256	0
572	206289	9.384 sec	Downstream	0x3	0	0	NA	NA
573	206292	9.384 sec	Downstream	0x1	11	0	NA	NA
574	206295	9.384 sec	Upstream	0x12	11	0	256	0
575	206297	9.384 sec	Downstream	0x3	0	0	NA	NA
576	206299	9.384 sec	Downstream	0x1	1	0	NA	NA
577	206303	9.384 sec	Upstream	0x12	1	0	256	0
578	206305	9.384 sec	Downstream	0x3	0	0	NA	NA
579	206307	9.384 sec	Downstream	0x1	7	0	NA	NA
580	206311	9.384 sec	Upstream	0x12	7	0	256	0
581	206313	9.384 sec	Downstream	0x3	0	0	NA	NA
582	206315	9.384 sec	Downstream	0x1	13	0	NA	NA
583	206319	9.384 sec	Upstream	0x12	13	0	256	0
584	206321	9.384 sec	Downstream	0x3	0	0	NA	NA
585	206324	9.384 sec	Downstream	0x3	0	0	NA	NA
586	206327	9.384 sec	Downstream	0x3	0	0	NA	NA
587	206329	9.384 sec	Downstream	0x1	3	0	NA	NA
588	206333	9.384 sec	Upstream	0x12	3	0	256	0
589	206335	9.384 sec	Downstream	0x3	0	0	NA	NA
590	206337	9.384 sec	Downstream	0x1	9	0	NA	NA
591	206341	9.384 sec	Upstream	0x12	9	0	256	0
592	210921	9.416 sec	Downstream	0x3	0	0	NA	NA
593	213284	9.433 sec	Downstream	0x1	15	0	NA	NA
594	213287	9.433 sec	Upstream	0x12	15	0	256	0
595	217943	9.465 sec	Downstream	0x1	0	0	NA	NA
596	217946	9.465 sec	Upstream	0x12	0	0	256	0
597	217949	9.465 sec	Downstream	0x1	4	0	NA	NA
598	217952	9.465 sec	Upstream	0x12	4	0	256	0
599	217954	9.465 sec	Downstream	0x1	10	0	NA	NA
600	217957	9.465 sec	Upstream	0x12	10	0	256	0
601	217959	9.465 sec	Downstream	0x3	0	0	NA	NA
602	217962	9.465 sec	Downstream	0x3	0	0	NA	NA
603	217965	9.465 sec	Downstream	0x3	0	0	NA	NA
604	217988	9.465 sec	Upstream	0x3	0	256	NA	NA
605	218017	9.465 sec	Downstream	0x1	1	0	NA	NA
606	218020	9.465 sec	Upstream	0x12	1	0	256	0
607	218022	9.465 sec	Downstream	0x3	0	0	NA	NA
608	218027	9.465 sec	Downstream	0x1	6	0	NA	NA
609	218030	9.465 sec	Upstream	0x12	6	0	256	0
610	218038	9.465 sec	Downstream	0x1	12	0	NA	NA
611	218041	9.465 sec	Upstream	0x12	12	0	256	0
612	222578	9.497 sec	Downstream	0x1	2	0	NA	NA
613	222581	9.497 sec	Upstream	0x12	2	0	256	0
614	222583	9.497 sec	Downstream	0x1	8	0	NA	NA
615	222586	9.497 sec	Upstream	0x12	8	0	256	0
616	222588	9.497 sec	Downstream	0x1	14	0	NA	NA
617	222591	9.497 sec	Upstream	0x12	14	0	256	0
618	222593	9.497 sec	Downstream	0x3	0	0	NA	NA
619	222596	9.497 sec	Downstream	0x3	0	0	NA	NA
620	222599	9.497 sec	Downstream	0x3	0	0	NA	NA
621	222643	9.497 sec	Upstream	0x3	0	256	NA	NA
622	222647	9.497 sec	Downstream	0x1	0	0	NA	NA
623	222650	9.497 sec	Upstream	0x12	0	0	256	0
624	222652	9.497 sec	Downstream	0x3	0	0	NA	NA
625	222655	9.497 sec	Downstream	0x1	5	0	NA	NA
626	222658	9.497 sec	Upstream	0x12	5	0	256	0
627	222660	9.497 sec	Downstream	0x1	11	0	NA	NA
628	222663	9.497 sec	Upstream	0x12	11	0	256	0
629	222667	9.497 sec	Downstream	0x1	1	0	NA	NA
630	222670	9.497 sec	Upstream	0x12	1	0	256	0
631	222673	9.497 sec	Downstream	0x1	7	0	NA	NA
632	222676	9.497 sec	Upstream	0x12	7	0	256	0
633	222678	9.497 sec	Downstream	0x1	13	0	NA	NA
634	222681	9.497 sec	Upstream	0x12	13	0	256	0
635	222683	9.497 sec	Downstream	0x1	3	0	NA	NA
636	222686	9.497 sec	Upstream	0x12	3	0	256	0
637	222688	9.497 sec	Downstream	0x1	9	0	NA	NA
638	222691	9.497 sec	Upstream	0x12	9	0	256	0
639	222693	9.497 sec	Downstream	0x1	15	0	NA	NA
640	222696	9.497 sec	Upstream	0x12	15	0	256	0
641	222698	9.497 sec	Downstream	0x3	0	0	NA	NA
642	222701	9.497 sec	Downstream	0x3	0	0	NA	NA
643	222704	9.497 sec	Downstream	0x3	0	0	NA	NA
644	222748	9.497 sec	Upstream	0x3	0	256	NA	NA
645	222762	9.497 sec	Downstream	0x1	0	0	NA	NA
646	222765	9.497 sec	Upstream	0x12	0	0	256	0
647	222769	9.497 sec	Downstream	0x3	0	0	NA	NA
648	222772	9.497 sec	Downstream	0x1	4	0	NA	NA
649	222775	9.497 sec	Upstream	0x12	4	0	256	0
650	222777	9.497 sec	Downstream	0x1	10	0	NA	NA
651	222780	9.497 sec	Upstream	0x12	10	0	256	0
652	222782	9.497 sec	Downstream	0x1	1	0	NA	NA
653	222785	9.497 sec	Upstream	0x12	1	0	256	0
654	222791	9.497 sec	Downstream	0x1	6	0	NA	NA
655	222794	9.497 sec	Upstream	0x12	6	0	256	0
656	222805	9.497 sec	Downstream	0x1	12	0	NA	NA
657	222808	9.497 sec	Upstream	0x12	12	0	256	0
658	222810	9.497 sec	Downstream	0x3	0	0	NA	NA
659	222813	9.497 sec	Downstream	0x3	0	0	NA	NA
660	222815	9.497 sec	Downstream	0x1	2	0	NA	NA
661	222819	9.497 sec	Upstream	0x12	2	0	256	0
662	222821	9.497 sec	Downstream	0x3	0	0	NA	NA
663	222823	9.497 sec	Downstream	0x1	8	0	NA	NA
664	222827	9.497 sec	Upstream	0x12	8	0	256	0
665	222829	9.497 sec	Downstream	0x1	14	0	NA	NA
666	222832	9.497 sec	Upstream	0x12	14	0	256	0
667	222834	9.497 sec	Downstream	0x3	0	0	NA	NA
668	222836	9.497 sec	Downstream	0x1	0	0	NA	NA
669	222840	9.497 sec	Upstream	0x12	0	0	256	0
670	222842	9.497 sec	Downstream	0x1	5	0	NA	NA
671	222845	9.497 sec	Upstream	0x12	5	0	256	0
672	222847	9.497 sec	Downstream	0x3	0	0	NA	NA
673	222849	9.497 sec	Downstream	0x1	11	0	NA	NA
674	222853	9.497 sec	Upstream	0x12	11	0	256	0
675	222855	9.498 sec	Downstream	0x1	1	0	NA	NA
676	222858	9.498 sec	Upstream	0x12	1	0	256	0
677	222860	9.498 sec	Downstream	0x3	0	0	NA	NA
678	222862	9.498 sec	Downstream	0x1	7	0	NA	NA
679	222866	9.498 sec	Upstream	0x12	7	0	256	0
680	222868	9.498 sec	Downstream	0x1	13	0	NA	NA
681	222871	9.498 sec	Upstream	0x12	13	0	256	0
682	222873	9.498 sec	Downstream	0x3	0	0	NA	NA
683	222875	9.498 sec	Downstream	0x1	3	0	NA	NA
684	222881	9.498 sec	Upstream	0x12	3	0	256	0
685	224227	9.507 sec	Upstream	0x3	0	256	NA	NA
686	224230	9.507 sec	Downstream	0x1	9	0	NA	NA
687	224233	9.507 sec	Upstream	0x12	9	0	256	0
688	225006	9.512 sec	Downstream	0x1	15	0	NA	NA
689	225009	9.512 sec	Upstream	0x12	15	0	256	0
690	225011	9.512 sec	Downstream	0x3	0	0	NA	NA
691	225013	9.512 sec	Downstream	0x1	0	0	NA	NA
692	225017	9.512 sec	Upstream	0x12	0	0	256	0
693	225019	9.512 sec	Downstream	0x1	4	0	NA	NA
694	225022	9.512 sec	Upstream	0x12	4	0	256	0
695	225024	9.512 sec	Downstream	0x1	10	0	NA	NA
696	225027	9.512 sec	Upstream	0x12	10	0	256	0
697	225029	9.512 sec	Downstream	0x3	0	0	NA	NA
698	225031	9.512 sec	Downstream	0x1	1	0	NA	NA
699	225035	9.512 sec	Upstream	0x12	1	0	256	0
700	225037	9.512 sec	Downstream	0x3	0	0	NA	NA
701	225043	9.512 sec	Downstream	0x9	6	0	NA	NA
702	225048	9.512 sec	Downstream	0x9	6	0	NA	NA
703	1484399	10.912 sec	Upstream	0xD	0	0	NA	NA
704	1484414	10.912 sec	Downstream	0xE	0	0	NA	NA
