row	packet_index	time_display	channel	tlp_type_hex	tag	requester_id	completer_id	compl_status
890	2120868	6.055 sec	Downstream	0x1	3	0	NA	NA
891	2120872	6.055 sec	Upstream	0x12	3	0	256	0
892	2120874	6.055 sec	Downstream	0x1	9	0	NA	NA
893	2120877	6.055 sec	Upstream	0x12	9	0	256	0
894	2120879	6.055 sec	Downstream	0x3	0	0	NA	NA
895	2120881	6.055 sec	Downstream	0x1	15	0	NA	NA
896	2120885	6.055 sec	Upstream	0x12	15	0	256	0
897	2120887	6.055 sec	Downstream	0x1	0	0	NA	NA
898	2120890	6.055 sec	Upstream	0x12	0	0	256	0
899	2120892	6.055 sec	Downstream	0x3	0	0	NA	NA
900	2120894	6.055 sec	Downstream	0x1	4	0	NA	NA
901	2120898	6.055 sec	Upstream	0x12	4	0	256	0
902	2120904	6.055 sec	Downstream	0x9	10	0	NA	NA
903	2120906	6.055 sec	Upstream	0x12	10	0	256	0
904	2120913	6.055 sec	Downstream	0xA	1	0	NA	NA
905	2120915	6.055 sec	Upstream	0x11	1	0	256	0
906	2120918	6.055 sec	Downstream	0x9	6	0	NA	NA
907	2120920	6.055 sec	Upstream	0x12	6	0	256	0
908	2120923	6.055 sec	Downstream	0xA	12	0	NA	NA
909	2120925	6.055 sec	Upstream	0x11	12	0	256	0
910	2120929	6.055 sec	Downstream	0x1	2	0	NA	NA
911	2120932	6.055 sec	Upstream	0x12	2	0	256	0
912	2120934	6.055 sec	Downstream	0x3	0	0	NA	NA
913	2120936	6.055 sec	Downstream	0x3	0	0	NA	NA
914	2120939	6.055 sec	Downstream	0x1	8	0	NA	NA
915	2120945	6.055 sec	Upstream	0x12	8	0	256	0
916	2120947	6.055 sec	Downstream	0x3	0	0	NA	NA
917	2120949	6.055 sec	Downstream	0x3	0	0	NA	NA
918	2120952	6.055 sec	Downstream	0x3	0	0	NA	NA
919	2120955	6.055 sec	Downstream	0x1	14	0	NA	NA
920	2120959	6.055 sec	Upstream	0x12	14	0	256	0
921	2120961	6.055 sec	Downstream	0x3	0	0	NA	NA
922	2120963	6.055 sec	Downstream	0x1	0	0	NA	NA
923	2120967	6.055 sec	Upstream	0x12	0	0	256	0
924	2120969	6.055 sec	Downstream	0x3	0	0	NA	NA
925	2120971	6.055 sec	Downstream	0x3	0	0	NA	NA
926	2120974	6.055 sec	Downstream	0x1	5	0	NA	NA
927	2120978	6.055 sec	Upstream	0x12	5	0	256	0
928	2120980	6.055 sec	Downstream	0x3	0	0	NA	NA
929	2120982	6.055 sec	Downstream	0x3	0	0	NA	NA
930	2120994	6.055 sec	Downstream	0x1	11	0	NA	NA
931	2121681	6.055 sec	Upstream	0x12	11	0	256	0
932	2121686	6.055 sec	Downstream	0x3	0	0	NA	NA
933	2121688	6.055 sec	Downstream	0x1	1	0	NA	NA
934	2121692	6.055 sec	Upstream	0x12	1	0	256	0
935	2121694	6.055 sec	Downstream	0x3	0	0	NA	NA
936	2121696	6.055 sec	Downstream	0x3	0	0	NA	NA
937	2121700	6.055 sec	Downstream	0x1	7	0	NA	NA
938	2121703	6.055 sec	Upstream	0x12	7	0	256	0
